,specie,specieCode,genus,organismCode,antibiotic,antibioticCode,gram,resistance
540,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,clindamycin,ACLI,p,0.777777777778
541,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,colistin sulphate,ACOL,p,1.0
542,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,cefotaxime,ACTX,p,0.0
543,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,cefoxitin,ACXT,p,0.0
544,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,ertapenem,AERT,p,0.0
545,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,erythromycin,AERY,p,0.555555555556
546,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,fusidic acid,AFUS,p,0.375
547,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,gentamicin,AGEN,p,0.0
548,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,mecillinam,AMEC,p,1.0
549,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,meropenem,AMER,p,0.0
550,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,flucloxacillin,AMET,p,0.0
551,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,mupirocin,AMUP,p,0.6
552,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,nitrofurantoin,ANIT,p,0.909090909091
553,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,novobiocin,ANOV,p,0.0
554,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,penicillin,APEN,p,0.33333333333299997
555,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,rifampicin,ARIF,p,0.0
556,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,tazocin,ATAZ,p,0.0
557,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,temocillin,ATEM,p,1.0
558,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,tetracycline,ATET,p,0.111111111111
559,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,trimethoprim,ATRI,p,0.7647058823530001
560,corynebacterium,A_CORYNEBACTERIUM,corynebacterium sp.,CORYN,vancomycin,AVAN,p,0.0
561,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,augmentin,AAUG,p,0.0
562,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,cephalexin,ACELX,p,0.0
563,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,ciprofloxacin,ACIP,p,0.2
564,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,clindamycin,ACLI,p,0.5
565,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,erythromycin,AERY,p,0.5
566,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,fusidic acid,AFUS,p,0.25
567,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,gentamicin,AGEN,p,0.166666666667
568,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,flucloxacillin,AMET,p,0.25
569,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,mupirocin,AMUP,p,0.666666666667
570,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,nitrofurantoin,ANIT,p,1.0
571,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,penicillin,APEN,p,0.75
572,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,rifampicin,ARIF,p,0.0
573,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,tetracycline,ATET,p,0.25
574,corynebacterium,A_CORYNEBACTERIUM,corynebacterium striatum,CSTR,trimethoprim,ATRI,p,0.5
575,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,amikacin,AAMI,n,0.0
576,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,augmentin,AAUG,n,1.0
577,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,ceftazidime,ACAZ,n,0.0
578,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,cephalexin,ACELX,n,1.0
579,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,ciprofloxacin,ACIP,n,0.0
580,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,cefotaxime,ACTX,n,0.0
581,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,cefoxitin,ACXT,n,1.0
582,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,ertapenem,AERT,n,0.0
583,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,esbl markers,AESBL,n,1.0
584,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,gentamicin,AGEN,n,0.0
585,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,mecillinam,AMEC,n,0.0
586,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,meropenem,AMER,n,0.0
587,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,nitrofurantoin,ANIT,n,0.0
588,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,tazocin,ATAZ,n,0.0
589,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,temocillin,ATEM,n,0.0
590,enterobacter,A_ENTEROBACTER,enterobacter ludwigii,A_ELUDWIGII,trimethoprim,ATRI,n,0.0
591,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,amikacin,AAMI,n,0.0
592,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,amp c markers,AAMPC,n,0.0
593,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,augmentin,AAUG,n,0.714285714286
594,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,ceftazidime,ACAZ,n,0.0
595,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,cephalexin,ACELX,n,0.5714285714289999
596,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,ciprofloxacin,ACIP,n,0.0
597,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,colistin sulphate,ACOL,n,0.0
598,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,cefotaxime,ACTX,n,0.0
599,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,cefoxitin,ACXT,n,1.0
600,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,ertapenem,AERT,n,0.0
601,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,esbl markers,AESBL,n,1.0
602,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,gentamicin,AGEN,n,0.0
603,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,mecillinam,AMEC,n,0.0
604,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,meropenem,AMER,n,0.0
605,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,nitrofurantoin,ANIT,n,0.5714285714289999
606,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,tazocin,ATAZ,n,0.0
607,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,temocillin,ATEM,n,0.0
608,enterobacter,A_ENTEROBACTER,enterobacter asburiae,EASB,trimethoprim,ATRI,n,0.0
609,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,amikacin,AAMI,n,0.006379585326949999
610,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,amoxycillin,AAMO,n,0.5
611,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,amp c markers,AAMPC,n,0.0210084033613
612,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,augmentin,AAUG,n,0.960365853659
613,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,aztreonam,AAZT,n,0.0
614,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,ceftazidime,ACAZ,n,0.297770700637
615,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,cephalexin,ACELX,n,0.942073170732
616,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,ciprofloxacin,ACIP,n,0.114155251142
617,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,colistin sulphate,ACOL,n,0.00873362445415
618,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,cpo marker,ACPO,n,1.0
619,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,cefotaxime,ACTX,n,0.30095541401299997
620,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,cefuroxime,ACXM,n,0.5
621,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,cefoxitin,ACXT,n,0.976114649682
622,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,ertapenem,AERT,n,0.140575079872
623,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,esbl markers,AESBL,n,0.81589958159
624,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,fosfomycin,AFOS,n,0.0
625,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,gentamicin,AGEN,n,0.118902439024
626,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,mecillinam,AMEC,n,0.0242326332795
627,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,meropenem,AMER,n,0.011164274322200001
628,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,nitrofurantoin,ANIT,n,0.671779141104
629,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,tazocin,ATAZ,n,0.1792
630,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,temocillin,ATEM,n,0.0192926045016
631,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,tigecycline,ATIG,n,0.0
632,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,tobramycin,ATOB,n,0.08695652173910001
633,enterobacter,A_ENTEROBACTER,enterobacter cloacae,ECLO,trimethoprim,ATRI,n,0.284627092846
634,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,amikacin,AAMI,n,0.00733496332518
635,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,amp c markers,AAMPC,n,0.030211480362499998
636,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,augmentin,AAUG,n,0.9581395348839999
637,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,ceftazidime,ACAZ,n,0.21760391198000004
638,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,cephalexin,ACELX,n,0.9254079254080001
639,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,ciprofloxacin,ACIP,n,0.048723897911800006
640,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,colistin sulphate,ACOL,n,0.0125786163522
641,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,cpo marker,ACPO,n,1.0
642,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,cefotaxime,ACTX,n,0.20782396088
643,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,cefoxitin,ACXT,n,0.987775061125
644,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,ertapenem,AERT,n,0.111940298507
645,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,esbl markers,AESBL,n,0.938511326861
646,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,fosfomycin,AFOS,n,0.25
647,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,gentamicin,AGEN,n,0.034802784222699994
648,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,mecillinam,AMEC,n,0.07462686567160001
649,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,meropenem,AMER,n,0.0122249388753
650,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,nitrofurantoin,ANIT,n,0.662790697674
651,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,tazocin,ATAZ,n,0.158924205379
652,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,temocillin,ATEM,n,0.025
653,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,tobramycin,ATOB,n,0.0909090909091
654,enterobacter,A_ENTEROBACTER,enterobacter aerogenes,ENTAE,trimethoprim,ATRI,n,0.13689095127599998
655,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,amikacin,AAMI,n,0.005625879043600001
656,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,amoxycillin,AAMO,n,0.666666666667
657,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,amp c markers,AAMPC,n,0.0322580645161
658,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,augmentin,AAUG,n,0.9661705006769999
659,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,aztreonam,AAZT,n,0.5
660,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,ceftazidime,ACAZ,n,0.359943977591
661,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,cephalexin,ACELX,n,0.937414965986
662,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,ciprofloxacin,ACIP,n,0.0960757780785
663,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,colistin sulphate,ACOL,n,0.0929853181077
664,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,cefotaxime,ACTX,n,0.352447552448
665,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,cefuroxime,ACXM,n,0.746153846154
666,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,cefoxitin,ACXT,n,0.978962131837
667,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,ertapenem,AERT,n,0.14285714285700002
668,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,esbl markers,AESBL,n,0.911363636364
669,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,gentamicin,AGEN,n,0.0995907230559
670,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,imipenem,AIMP,n,0.0234375
671,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,mecillinam,AMEC,n,0.0401188707281
672,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,meropenem,AMER,n,0.00841514726508
673,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,nitrofurantoin,ANIT,n,0.6535326086959999
674,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,tazocin,ATAZ,n,0.172027972028
675,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,temocillin,ATEM,n,0.0597014925373
676,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,tigecycline,ATIG,n,0.0
677,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,tobramycin,ATOB,n,0.17525773195900002
678,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,trimethoprim,ATRI,n,0.229308005427
679,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,cefpodoxime,A_CEFPODOX,n,0.534090909091
680,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,sulphamethoxazole,A_SULPHAME,n,0.5
681,enterobacter,A_ENTEROBACTER,enterobacter sp.,ENTB,timentin,A_TIMENTIN,n,0.625
682,enterococcus,A_ENTEROCOCCUS,enterococcus avium,A_EAVIUM,amoxycillin,AAMO,p,0.0
683,enterococcus,A_ENTEROCOCCUS,enterococcus avium,A_EAVIUM,augmentin,AAUG,p,0.0
684,enterococcus,A_ENTEROCOCCUS,enterococcus avium,A_EAVIUM,cephalexin,ACELX,p,0.0
685,enterococcus,A_ENTEROCOCCUS,enterococcus avium,A_EAVIUM,nitrofurantoin,ANIT,p,1.0
686,enterococcus,A_ENTEROCOCCUS,enterococcus avium,A_EAVIUM,trimethoprim,ATRI,p,0.0
687,enterococcus,A_ENTEROCOCCUS,enterococcus avium,A_EAVIUM,vancomycin,AVAN,p,0.0
688,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,amoxycillin,AAMO,p,0.987951807229
689,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,augmentin,AAUG,p,0.5
690,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,cephalexin,ACELX,p,1.0
691,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,ciprofloxacin,ACIP,p,1.0
692,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,clindamycin,ACLI,p,1.0
693,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,daptomycin,ADAP,p,1.0
694,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,erythromycin,AERY,p,1.0
695,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,gentamicin,AGEN,p,0.7282608695649999
696,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,linezolid,ALIN,p,0.0192307692308
697,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,nitrofurantoin,ANIT,p,0.646341463415
698,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,penicillin,APEN,p,1.0
699,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,teicoplanin,ATEI,p,0.36893203883500003
700,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,tetracycline,ATET,p,0.692307692308
701,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,tigecycline,ATIG,p,0.0
702,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,trimethoprim,ATRI,p,0.621794871795
703,enterococcus,A_ENTEROCOCCUS,enterococcus faecium,EFAM,vancomycin,AVAN,p,0.3
704,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,amikacin,AAMI,p,0.5
705,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,amoxycillin,AAMO,p,0.00571428571429
706,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,amp c markers,AAMPC,p,1.0
707,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,augmentin,AAUG,p,0.0
708,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,ceftazidime,ACAZ,p,0.5
709,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,cephalexin,ACELX,p,0.4
710,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,ciprofloxacin,ACIP,p,0.5
711,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,colistin sulphate,ACOL,p,0.5
712,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,cefotaxime,ACTX,p,0.5
713,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,cefoxitin,ACXT,p,0.5
714,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,ertapenem,AERT,p,0.5
715,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,esbl markers,AESBL,p,1.0
716,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,gentamicin,AGEN,p,0.375
717,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,linezolid,ALIN,p,0.0
718,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,mecillinam,AMEC,p,0.5
719,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,meropenem,AMER,p,0.5
720,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,nitrofurantoin,ANIT,p,0.033707865168499995
721,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,tazocin,ATAZ,p,0.0
722,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,teicoplanin,ATEI,p,0.222222222222
723,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,temocillin,ATEM,p,0.5
724,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,tetracycline,ATET,p,1.0
725,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,tigecycline,ATIG,p,0.0
726,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,trimethoprim,ATRI,p,0.209302325581
727,enterococcus,A_ENTEROCOCCUS,enterococcus faecalis,EFAS,vancomycin,AVAN,p,0.035087719298199996
728,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,amikacin,AAMI,p,0.25
729,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,amoxycillin,AAMO,p,0.042583459787599996
730,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,amp c markers,AAMPC,p,1.0
731,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,augmentin,AAUG,p,0.0188269370022
732,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,ceftazidime,ACAZ,p,0.5
733,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,cephalexin,ACELX,p,0.997787610619
734,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,chloramphenicol,ACHL,p,0.277777777778
735,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,ciprofloxacin,ACIP,p,0.296675191816
736,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,colistin sulphate,ACOL,p,0.777777777778
737,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,cotrimoxazole,ACOT,p,0.0
738,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,cefotaxime,ACTX,p,0.5
739,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,cefoxitin,ACXT,p,0.25
740,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,ertapenem,AERT,p,0.25
741,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,esbl markers,AESBL,p,0.5
742,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,gentamicin,AGEN,p,0.261771747805
743,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,linezolid,ALIN,p,0.000598682897625
744,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,mecillinam,AMEC,p,0.25
745,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,meropenem,AMER,p,0.25
746,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,nitrofurantoin,ANIT,p,0.0265465637213
747,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,rifampicin,ARIF,p,0.875
748,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,synercid,ASYN,p,0.86327014218
749,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,tazocin,ATAZ,p,0.0
750,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,teicoplanin,ATEI,p,0.04730368968780001
751,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,temocillin,ATEM,p,0.25
752,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,tetracycline,ATET,p,0.689655172414
753,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,tigecycline,ATIG,p,0.0
754,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,trimethoprim,ATRI,p,0.245424874694
755,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,vancomycin,AVAN,p,0.024866163006000003
756,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,cefpodoxime,A_CEFPODOX,p,0.927419354839
757,enterococcus,A_ENTEROCOCCUS,enterococcus sp.,ENTC,sulphamethoxazole,A_SULPHAME,p,1.0
758,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,amikacin,AAMI,n,0.0
759,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,augmentin,AAUG,n,1.0
760,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,ceftazidime,ACAZ,n,1.0
761,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,cephalexin,ACELX,n,1.0
762,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,ciprofloxacin,ACIP,n,0.5
763,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,colistin sulphate,ACOL,n,0.0
764,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,cefotaxime,ACTX,n,1.0
765,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,cefuroxime,ACXM,n,1.0
766,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,cefoxitin,ACXT,n,1.0
767,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,ertapenem,AERT,n,0.0
768,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,gentamicin,AGEN,n,0.0
769,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,imipenem,AIMP,n,0.0
770,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,meropenem,AMER,n,0.0
771,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,nitrofurantoin,ANIT,n,1.0
772,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,tazocin,ATAZ,n,1.0
773,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,temocillin,ATEM,n,0.0
774,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,trimethoprim,ATRI,n,0.5
775,escherichia,A_ESCHERICHIA,escherichia coli,A_ECOLI,cefpodoxime,A_CEFPODOX,n,1.0
776,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,amikacin,AAMI,n,0.010999572832100001
777,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,amoxycillin,AAMO,n,0.13483146067399998
778,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,amp c markers,AAMPC,n,0.6922735346359999
779,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,augmentin,AAUG,n,0.109006409838
780,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,aztreonam,AAZT,n,0.428571428571
781,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,ceftazidime,ACAZ,n,0.571748162352
782,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,cephalexin,ACELX,n,0.11039740978599999
783,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,ciprofloxacin,ACIP,n,0.16167828523
784,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,clindamycin,ACLI,n,0.0
785,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,colistin sulphate,ACOL,n,0.049286640726300006
786,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,cotrimoxazole,ACOT,n,0.5
787,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,cpo marker,ACPO,n,1.0
788,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,cefotaxime,ACTX,n,0.6068649397720001
789,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,cefuroxime,ACXM,n,0.7326578332029999
790,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,cefoxitin,ACXT,n,0.26290529010200003
791,escherichia,A_ESCHERICHIA,escherichia coli,ECOL,ertapenem,AERT,n,0.0200661000944
