domain,phylum,class,order,family,genus,species
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,dublinensis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,sesami
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,lactamica
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,ciceri
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,xylosus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,paralicheniformis
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,hyointestinalis
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,anatipestifer
Bacteria,Firmicutes,Clostridia,Oscillo,Ruminococcaceae,Ruminococcus,bicirculans
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Microcystis,panniformis
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,cinaedi
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,fascians
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pectobacterium,brasiliense
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,junii
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,indicus
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Bordetella,holmesii
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,planticola
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Snodgrassella,alvi
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,intermedia
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,harveyi
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,territorii
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,dhakensis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,campbellii
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,portucalensis
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,lenta
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ursingii
Bacteria,Verrucomicrobiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,suis
Bacteria,Firmicutes,Clostridia,Oscillo,Acutalibacteraceae,Ruminococcus,bromii
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,concisus
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,kansasii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,atrophaeus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,intermedium
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,stercoris
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fulva
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,lignieresii
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,odorifer
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Fischerella,thermalis
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,kingae
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,ducreyi
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Aliivibrio,fischeri
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,gallinarum
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,johnsonii
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,falsenii
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Dorea,formicigenerans
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,merdae
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,flaccumfaciens
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,mandelii
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Fusicatenibacter,saccharivorans
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,equinus
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,cohnii
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Blautia,obeum
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylopumilus,universalis
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,monteilii
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,maltaromaticum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,felis
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,striatum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,alamii
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,geniculata
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,xylanisolvens
Bacteria,Verrucomicrobiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,muridarum
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Sharpea,azabuensis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,australica
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,kunmingensis
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,infantis
Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia,salmonis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,agarivorans
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,haemolyticus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,angustum
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,copri
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,pseudomesenteroides
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,erythropolis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lonsdalea,populi
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,sulfidigenes
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,marinus
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Gallibacterium,anatis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,adhaerens
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,californicus
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,phagocytophilum
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mobilis
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,fusiformis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,rhizogenes
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,paralvei
Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Balneola,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,amycolatum
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,gladioli
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,pseudogrignonense
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,indicatrix
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,agnetis
Bacteria,Spirochaetota,Spirochaetia,Borreliales,Borreliaceae,Borreliella,garinii
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,taiwanensis
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,capri
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,yanoikuyae
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,lanienae
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,beijerinckii
Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,thermoleovorans
Bacteria,Spirochaetota,Brachy,Brachy,Brachy,Brachy,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,phaseoli
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,animalis
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,parabuchneri
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,pasteurianus
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,rathayi
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,cibaria
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,tetraodonis
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,fortuitum
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,ulcerans
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,aestusnigri
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,polymorphum
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,moniliformis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Brochotrichaceae,Brochothrix,thermo
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,divergens
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,acidovorans
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,urealyticus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,alvei
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,arlettae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,henselae
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rathayibacter,toxicus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,hermannii
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,inhibens
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,veronii
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,anthropi
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,confusa
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,kishitanii
Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,mccartyi
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parauberis
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmoidaceae,Mycoplasmoides,gallisepticum
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,felis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,deltaense
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,mobilis
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,meningoseptica
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,gasseri
Bacteria,Firmicutes,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,bescii
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,subflava
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,lundensis
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Bordetella,avium
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Metamycoplasma,hominis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,pho
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,jasicida
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,gallinarum
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Blautia,wexlerae
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,abyssalis
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,curvatus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,di
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,pullorum
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Enterocloster,bolteae
Bacteria,Firmicutes,Clostridia,Oscillo,Butyricicoccaceae,Agathobaculum,butyriciproducens
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,amalonaticus
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Enterocloster,clostridioformis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,frigoritolerans
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,testudinum
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,succinus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Edwardsiella,piscicida
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,polymyxa
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,constellatus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,hydrocarbonoclasticus
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,avidum
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,thiooxydans
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,avium
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,werkmanii
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,smegmatis
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,delafieldii
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,aurantiacum
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,metoecus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Gilliamella,apis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,acetotolerans
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Gilliamella,apicola
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,micheneri
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,intermedia
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,orientalis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Lachno,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,pentosus
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,bovis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,owensii
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,dentocariosa
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,diabolicus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,fluorescens
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,naeslundii
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,koreensis
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,osloensis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,mediterraneum
Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,ivanovii
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,sanfranciscensis
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,haemolyticus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,halotolerans
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,apista
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,venetianus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,coagulans
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,coralliirubri
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,tasmaniensis
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,pentosaceus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,pontiacus
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Longicatena,innocuum
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,halophilus
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,butzleri
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Anaerostipes,hadrus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,aegyptius
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,meridiana
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,delphini
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,lactis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,aphrophilus
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Coprococcus,eutactus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,mediterranea
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,bongori
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Tropheryma,whipplei
Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uberis
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pectobacterium,parmentieri
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gallolyticus
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,gergoviae
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,violaceum
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya,solani
Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,bacillaris
