species,year,Conditioning_Resistant,Antibiotic_1,Antibiotic_2,S1S2,S1R2,R1S2,R1R2,MIS
E. coli,2015/16,GENTAMICIN,AMPICILLIN,CEFAZOLIN,119,2,1160,392,0.05314898
E. coli,2015/16,GENTAMICIN,AMPICILLIN,CEFEPIME,146,1,1456,99,0.015020212
E. coli,2015/16,GENTAMICIN,AMPICILLIN,CEFTAZIDIME,150,1,1564,223,0.027732483
E. coli,2015/16,GENTAMICIN,AMPICILLIN,CEFTRIAXONE,171,1,1728,352,0.037383328
E. coli,2015/16,GENTAMICIN,AMPICILLIN,CEFUROXIME,74,5,665,152,0.036164546
E. coli,2015/16,GENTAMICIN,AMPICILLIN,CIPROFLOXACIN,150,65,1349,1195,0.04739602
E. coli,2015/16,GENTAMICIN,AMPICILLIN,LEVOFLOXACIN,115,46,1041,909,0.049944195
E. coli,2015/16,GENTAMICIN,AMPICILLIN,NITROFURANTOIN,199,8,2228,180,0.009888075
E. coli,2015/16,GENTAMICIN,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,190,0,2269,182,0.015305418
E. coli,2015/16,GENTAMICIN,AMPICILLIN,SULFA_TRIMETHOPRIM,157,58,804,1739,0.119490189
E. coli,2015/16,GENTAMICIN,AMPICILLIN,TOBRAMYCIN,89,93,556,1475,0.066739005
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,AZTREONAM,111,1,627,47,0.025407089
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFAZOLIN,160,9,962,347,0.076700617
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFEPIME,224,1,1225,90,0.026420779
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFTAZIDIME,264,6,1416,215,0.046713963
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFTRIAXONE,275,13,1482,320,0.056771273
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFUROXIME,119,7,605,150,0.063884341
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,215,136,1179,1097,0.043570442
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,188,110,970,868,0.049223366
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,NITROFURANTOIN,313,12,1972,164,0.017163585
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,307,1,2014,175,0.026897409
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,191,160,725,1550,0.105726841
E. coli,2015/16,GENTAMICIN,AMPICILLIN_SULBACTAM,TOBRAMYCIN,108,177,479,1290,0.052523469
E. coli,2015/16,GENTAMICIN,AZTREONAM,CEFAZOLIN,335,54,2,29,0.221172083
E. coli,2015/16,GENTAMICIN,AZTREONAM,CEFEPIME,678,0,28,30,0.174456152
E. coli,2015/16,GENTAMICIN,AZTREONAM,CEFTAZIDIME,460,7,6,21,0.188012151
E. coli,2015/16,GENTAMICIN,AZTREONAM,CEFTRIAXONE,647,27,6,51,0.265781164
E. coli,2015/16,GENTAMICIN,AZTREONAM,CEFUROXIME,553,67,9,25,0.137932742
E. coli,2015/16,GENTAMICIN,AZTREONAM,CIPROFLOXACIN,497,375,15,46,0.077733187
E. coli,2015/16,GENTAMICIN,AZTREONAM,LEVOFLOXACIN,345,253,8,19,0.046025448
E. coli,2015/16,GENTAMICIN,AZTREONAM,NITROFURANTOIN,765,25,42,4,0.012820156
E. coli,2015/16,GENTAMICIN,AZTREONAM,PIPERACILLIN_TAZOBACTAM,810,43,48,13,0.046366571
E. coli,2015/16,GENTAMICIN,AZTREONAM,SULFA_TRIMETHOPRIM,302,570,25,36,-0.015640106
E. coli,2015/16,GENTAMICIN,AZTREONAM,TOBRAMYCIN,230,621,10,47,0.021615979
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,CEFEPIME,422,0,140,60,0.240966383
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,CEFTAZIDIME,641,0,152,111,0.318665201
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,CEFTRIAXONE,802,0,189,177,0.372187574
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,CEFUROXIME,280,8,59,81,0.452349499
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,CIPROFLOXACIN,769,512,125,270,0.201945671
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,LEVOFLOXACIN,493,313,80,186,0.228431091
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,NITROFURANTOIN,1149,71,311,62,0.080990323
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,1192,17,258,94,0.182001051
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,SULFA_TRIMETHOPRIM,452,828,138,256,0.002066379
E. coli,2015/16,GENTAMICIN,CEFAZOLIN,TOBRAMYCIN,303,600,53,196,0.081364779
E. coli,2015/16,GENTAMICIN,CEFEPIME,CEFTAZIDIME,1167,86,2,59,0.17426868
E. coli,2015/16,GENTAMICIN,CEFEPIME,CEFTRIAXONE,1378,174,1,98,0.200686053
E. coli,2015/16,GENTAMICIN,CEFEPIME,CEFUROXIME,563,87,1,53,0.23686961
E. coli,2015/16,GENTAMICIN,CEFEPIME,CIPROFLOXACIN,960,667,19,81,0.084878954
E. coli,2015/16,GENTAMICIN,CEFEPIME,LEVOFLOXACIN,763,534,13,54,0.071744052
E. coli,2015/16,GENTAMICIN,CEFEPIME,NITROFURANTOIN,1439,88,79,9,0.009769608
E. coli,2015/16,GENTAMICIN,CEFEPIME,PIPERACILLIN_TAZOBACTAM,1512,109,65,11,0.014376221
E. coli,2015/16,GENTAMICIN,CEFEPIME,SULFA_TRIMETHOPRIM,573,1054,34,66,0.002653328
E. coli,2015/16,GENTAMICIN,CEFEPIME,TOBRAMYCIN,451,1107,10,89,0.039209438
E. coli,2015/16,GENTAMICIN,CEFTAZIDIME,CEFTRIAXONE,1656,58,6,217,0.370777696
E. coli,2015/16,GENTAMICIN,CEFTAZIDIME,CEFUROXIME,451,53,1,44,0.26223248
E. coli,2015/16,GENTAMICIN,CEFTAZIDIME,CIPROFLOXACIN,1003,711,46,178,0.150737401
E. coli,2015/16,GENTAMICIN,CEFTAZIDIME,LEVOFLOXACIN,952,680,40,172,0.155163107
E. coli,2015/16,GENTAMICIN,CEFTAZIDIME,NITROFURANTOIN,1528,111,169,39,0.051888573
E. coli,2015/16,GENTAMICIN,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,1594,117,187,35,0.038852421
E. coli,2015/16,GENTAMICIN,CEFTAZIDIME,SULFA_TRIMETHOPRIM,585,1128,89,135,-0.02297295
E. coli,2015/16,GENTAMICIN,CEFTAZIDIME,TOBRAMYCIN,429,974,30,116,0.033384364
E. coli,2015/16,GENTAMICIN,CEFTRIAXONE,CEFUROXIME,487,56,3,87,0.397340992
E. coli,2015/16,GENTAMICIN,CEFTRIAXONE,CIPROFLOXACIN,1139,782,89,267,0.177096381
E. coli,2015/16,GENTAMICIN,CEFTRIAXONE,LEVOFLOXACIN,938,656,66,217,0.177436734
E. coli,2015/16,GENTAMICIN,CEFTRIAXONE,NITROFURANTOIN,1689,119,270,54,0.055391245
E. coli,2015/16,GENTAMICIN,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,1777,140,287,42,0.028493747
E. coli,2015/16,GENTAMICIN,CEFTRIAXONE,SULFA_TRIMETHOPRIM,653,1267,134,222,-0.019232581
E. coli,2015/16,GENTAMICIN,CEFTRIAXONE,TOBRAMYCIN,482,1069,49,218,0.06180669
E. coli,2015/16,GENTAMICIN,CEFUROXIME,CIPROFLOXACIN,443,316,44,118,0.177621993
E. coli,2015/16,GENTAMICIN,CEFUROXIME,LEVOFLOXACIN,358,224,28,82,0.189166587
E. coli,2015/16,GENTAMICIN,CEFUROXIME,NITROFURANTOIN,682,14,115,19,0.072804792
E. coli,2015/16,GENTAMICIN,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,698,22,104,22,0.080812723
E. coli,2015/16,GENTAMICIN,CEFUROXIME,SULFA_TRIMETHOPRIM,281,478,73,89,-0.046830203
E. coli,2015/16,GENTAMICIN,CEFUROXIME,TOBRAMYCIN,210,530,35,122,0.034686518
E. coli,2015/16,GENTAMICIN,CIPROFLOXACIN,LEVOFLOXACIN,1174,0,9,1122,0.705199074
E. coli,2015/16,GENTAMICIN,CIPROFLOXACIN,NITROFURANTOIN,1381,77,1258,124,0.036733444
E. coli,2015/16,GENTAMICIN,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,1396,69,1108,120,0.050050228
E. coli,2015/16,GENTAMICIN,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,510,1032,529,962,-0.024047896
E. coli,2015/16,GENTAMICIN,CIPROFLOXACIN,TOBRAMYCIN,495,788,166,1001,0.237068018
E. coli,2015/16,GENTAMICIN,LEVOFLOXACIN,NITROFURANTOIN,1080,56,951,103,0.048039952
E. coli,2015/16,GENTAMICIN,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,1091,51,853,98,0.05758626
E. coli,2015/16,GENTAMICIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,382,801,399,722,-0.032997456
E. coli,2015/16,GENTAMICIN,LEVOFLOXACIN,TOBRAMYCIN,389,637,126,764,0.230348927
E. coli,2015/16,GENTAMICIN,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,2210,141,152,27,0.026120322
E. coli,2015/16,GENTAMICIN,NITROFURANTOIN,SULFA_TRIMETHOPRIM,928,1711,42,159,0.036371873
E. coli,2015/16,GENTAMICIN,NITROFURANTOIN,TOBRAMYCIN,568,1603,66,75,-0.048817545
E. coli,2015/16,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,873,1630,59,130,0.00950376
E. coli,2015/16,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,578,1401,33,96,0.008257419
E. coli,2015/16,GENTAMICIN,SULFA_TRIMETHOPRIM,TOBRAMYCIN,236,613,424,1176,0.011767022
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,AMPICILLIN,78,833,0,453,0.062729779
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,AMPICILLIN_SULBACTAM,167,751,2,456,0.132571181
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,AZTREONAM,206,1,60,7,0.075448563
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,454,14,114,64,0.26335825
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,CEFEPIME,786,9,379,44,0.083127773
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,749,32,306,125,0.224848895
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,719,62,285,142,0.231007542
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,CEFUROXIME,178,13,48,24,0.215846831
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,587,345,221,251,0.144121363
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,469,267,195,208,0.140150747
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,NITROFURANTOIN,882,22,425,27,0.032105132
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,PIPERACILLIN_TAZOBACTAM,884,2,376,75,0.136521754
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,SULFA_TRIMETHOPRIM,315,617,151,321,0.016108636
E. coli,2017/18,GENTAMICIN,AMOXICILLIN_CLAVULANATE,TOBRAMYCIN,235,697,85,387,0.063565039
E. coli,2017/18,GENTAMICIN,AMPICILLIN,AMPICILLIN_SULBACTAM,178,0,159,2422,0.235685986
E. coli,2017/18,GENTAMICIN,AMPICILLIN,AZTREONAM,86,7,941,76,-0.000165685
E. coli,2017/18,GENTAMICIN,AMPICILLIN,CEFAZOLIN,152,1,1467,403,0.047572685
E. coli,2017/18,GENTAMICIN,AMPICILLIN,CEFEPIME,132,3,1837,115,0.008085206
E. coli,2017/18,GENTAMICIN,AMPICILLIN,CEFTAZIDIME,136,5,1766,287,0.022308761
E. coli,2017/18,GENTAMICIN,AMPICILLIN,CEFTRIAXONE,157,4,1954,416,0.030849605
E. coli,2017/18,GENTAMICIN,AMPICILLIN,CEFUROXIME,76,13,639,162,0.019720122
E. coli,2017/18,GENTAMICIN,AMPICILLIN,CIPROFLOXACIN,146,53,1527,1182,0.042422378
E. coli,2017/18,GENTAMICIN,AMPICILLIN,LEVOFLOXACIN,87,28,1045,843,0.042780958
E. coli,2017/18,GENTAMICIN,AMPICILLIN,NITROFURANTOIN,181,7,2431,139,0.00412397
E. coli,2017/18,GENTAMICIN,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,181,0,2471,185,0.012774103
E. coli,2017/18,GENTAMICIN,AMPICILLIN,SULFA_TRIMETHOPRIM,145,53,821,1889,0.109920916
E. coli,2017/18,GENTAMICIN,AMPICILLIN,TOBRAMYCIN,66,83,458,1602,0.057914466
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,AZTREONAM,139,9,797,58,0.003503067
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFAZOLIN,228,9,1293,350,0.068115296
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFEPIME,235,5,1631,88,0.012056664
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFTAZIDIME,248,14,1654,278,0.035100185
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFTRIAXONE,261,22,1759,362,0.036264515
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,CEFUROXIME,127,20,590,156,0.039038586
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,224,117,1384,1083,0.040590414
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,146,78,985,807,0.040022511
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,NITROFURANTOIN,308,11,2215,127,0.007999781
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,304,1,2268,179,0.022332153
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,187,153,746,1721,0.107127071
E. coli,2017/18,GENTAMICIN,AMPICILLIN_SULBACTAM,TOBRAMYCIN,90,184,402,1448,0.051170952
E. coli,2017/18,GENTAMICIN,AZTREONAM,CEFAZOLIN,796,101,9,57,0.204129204
E. coli,2017/18,GENTAMICIN,AZTREONAM,CEFEPIME,790,1,41,42,0.19136766
E. coli,2017/18,GENTAMICIN,AZTREONAM,CEFTAZIDIME,583,6,8,35,0.230524218
E. coli,2017/18,GENTAMICIN,AZTREONAM,CEFTRIAXONE,737,13,8,75,0.326162451
E. coli,2017/18,GENTAMICIN,AZTREONAM,CEFUROXIME,645,125,9,36,0.141212949
E. coli,2017/18,GENTAMICIN,AZTREONAM,CIPROFLOXACIN,639,393,23,61,0.095419024
E. coli,2017/18,GENTAMICIN,AZTREONAM,LEVOFLOXACIN,213,156,9,25,0.095078625
E. coli,2017/18,GENTAMICIN,AZTREONAM,NITROFURANTOIN,909,30,67,6,0.014799887
E. coli,2017/18,GENTAMICIN,AZTREONAM,PIPERACILLIN_TAZOBACTAM,951,48,72,12,0.030076057
E. coli,2017/18,GENTAMICIN,AZTREONAM,SULFA_TRIMETHOPRIM,336,696,36,48,-0.02903148
E. coli,2017/18,GENTAMICIN,AZTREONAM,TOBRAMYCIN,253,760,6,74,0.04327067
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,CEFEPIME,979,1,165,57,0.155873566
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,CEFTAZIDIME,1061,4,174,141,0.301031295
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,CEFTRIAXONE,1252,4,187,203,0.352155704
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,CEFUROXIME,561,86,65,70,0.229716597
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,CIPROFLOXACIN,1031,589,138,266,0.187222934
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,LEVOFLOXACIN,569,345,104,171,0.173026748
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,NITROFURANTOIN,1491,58,321,55,0.073215359
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,1544,35,284,93,0.149496253
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,SULFA_TRIMETHOPRIM,529,1089,143,260,-0.017863006
E. coli,2017/18,GENTAMICIN,CEFAZOLIN,TOBRAMYCIN,289,869,33,171,0.043476176
E. coli,2017/18,GENTAMICIN,CEFEPIME,CEFTAZIDIME,1510,114,3,70,0.161916466
E. coli,2017/18,GENTAMICIN,CEFEPIME,CEFTRIAXONE,1724,195,1,117,0.198831635
E. coli,2017/18,GENTAMICIN,CEFEPIME,CEFUROXIME,545,122,0,29,0.132613373
E. coli,2017/18,GENTAMICIN,CEFEPIME,CIPROFLOXACIN,1220,751,11,107,0.105972364
E. coli,2017/18,GENTAMICIN,CEFEPIME,LEVOFLOXACIN,783,512,9,64,0.09289241
E. coli,2017/18,GENTAMICIN,CEFEPIME,NITROFURANTOIN,1787,73,93,8,0.008426067
E. coli,2017/18,GENTAMICIN,CEFEPIME,PIPERACILLIN_TAZOBACTAM,1852,114,90,12,0.01206019
E. coli,2017/18,GENTAMICIN,CEFEPIME,SULFA_TRIMETHOPRIM,640,1333,53,65,-0.026977559
E. coli,2017/18,GENTAMICIN,CEFEPIME,TOBRAMYCIN,455,1391,8,82,0.025766551
E. coli,2017/18,GENTAMICIN,CEFTAZIDIME,CEFTRIAXONE,1843,56,5,287,0.410238233
E. coli,2017/18,GENTAMICIN,CEFTAZIDIME,CEFUROXIME,538,104,2,51,0.222363066
E. coli,2017/18,GENTAMICIN,CEFTAZIDIME,CIPROFLOXACIN,1209,693,57,235,0.197495615
E. coli,2017/18,GENTAMICIN,CEFTAZIDIME,LEVOFLOXACIN,966,558,55,227,0.224060817
E. coli,2017/18,GENTAMICIN,CEFTAZIDIME,NITROFURANTOIN,1760,72,234,47,0.065207475
E. coli,2017/18,GENTAMICIN,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,1770,121,255,28,0.016411471
E. coli,2017/18,GENTAMICIN,CEFTAZIDIME,SULFA_TRIMETHOPRIM,594,1308,115,176,-0.038533459
E. coli,2017/18,GENTAMICIN,CEFTAZIDIME,TOBRAMYCIN,386,1149,22,169,0.050698234
E. coli,2017/18,GENTAMICIN,CEFTRIAXONE,CEFUROXIME,539,102,2,57,0.243621033
E. coli,2017/18,GENTAMICIN,CEFTRIAXONE,CIPROFLOXACIN,1363,750,97,324,0.224607328
E. coli,2017/18,GENTAMICIN,CEFTRIAXONE,LEVOFLOXACIN,944,533,81,258,0.237462686
E. coli,2017/18,GENTAMICIN,CEFTRIAXONE,NITROFURANTOIN,1923,86,340,54,0.055642501
E. coli,2017/18,GENTAMICIN,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,1958,143,358,38,0.01528199
E. coli,2017/18,GENTAMICIN,CEFTRIAXONE,SULFA_TRIMETHOPRIM,659,1455,174,246,-0.057286008
E. coli,2017/18,GENTAMICIN,CEFTRIAXONE,TOBRAMYCIN,431,1198,31,254,0.07439532
E. coli,2017/18,GENTAMICIN,CEFUROXIME,CIPROFLOXACIN,469,248,62,114,0.190329284
E. coli,2017/18,GENTAMICIN,CEFUROXIME,LEVOFLOXACIN,208,116,23,60,0.233039281
E. coli,2017/18,GENTAMICIN,CEFUROXIME,NITROFURANTOIN,642,9,144,17,0.063031834
E. coli,2017/18,GENTAMICIN,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,655,23,154,15,0.037034798
E. coli,2017/18,GENTAMICIN,CEFUROXIME,SULFA_TRIMETHOPRIM,223,494,79,97,-0.088092667
E. coli,2017/18,GENTAMICIN,CEFUROXIME,TOBRAMYCIN,176,501,26,142,0.065029878
E. coli,2017/18,GENTAMICIN,CIPROFLOXACIN,LEVOFLOXACIN,1145,2,8,960,0.702419256
E. coli,2017/18,GENTAMICIN,CIPROFLOXACIN,NITROFURANTOIN,1606,43,1231,121,0.061832374
E. coli,2017/18,GENTAMICIN,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,1586,68,1108,122,0.056766517
E. coli,2017/18,GENTAMICIN,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,511,1219,558,898,-0.087181316
E. coli,2017/18,GENTAMICIN,CIPROFLOXACIN,TOBRAMYCIN,444,908,94,1027,0.231775574
E. coli,2017/18,GENTAMICIN,LEVOFLOXACIN,NITROFURANTOIN,1076,28,801,95,0.07806625
E. coli,2017/18,GENTAMICIN,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,1069,52,785,89,0.054510064
E. coli,2017/18,GENTAMICIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,326,827,365,596,-0.096219773
E. coli,2017/18,GENTAMICIN,LEVOFLOXACIN,TOBRAMYCIN,285,611,72,660,0.209725546
E. coli,2017/18,GENTAMICIN,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,2449,151,119,22,0.02117443
E. coli,2017/18,GENTAMICIN,NITROFURANTOIN,SULFA_TRIMETHOPRIM,951,1888,53,109,0.001594604
E. coli,2017/18,GENTAMICIN,NITROFURANTOIN,TOBRAMYCIN,476,1741,30,68,-0.015244059
E. coli,2017/18,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,902,1792,54,136,0.012339638
E. coli,2017/18,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,494,1573,15,110,0.024224124
E. coli,2017/18,GENTAMICIN,SULFA_TRIMETHOPRIM,TOBRAMYCIN,163,658,375,1276,-0.025260581
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,AMPICILLIN,35,437,0,433,0.064642868
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,AMPICILLIN_SULBACTAM,99,373,1,432,0.17793554
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,185,21,84,94,0.403875878
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,CEFEPIME,341,15,256,88,0.202734697
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,414,29,263,152,0.28613385
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,393,50,217,198,0.349561226
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,266,206,117,316,0.287808477
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,GENTAMICIN,13,459,129,303,-0.250898091
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,249,184,111,280,0.285650399
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,NITROFURANTOIN,449,13,369,42,0.072119258
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,PIPERACILLIN_TAZOBACTAM,447,1,339,77,0.159250711
E. coli,2015/16,TOBRAMYCIN,AMOXICILLIN_CLAVULANATE,SULFA_TRIMETHOPRIM,163,309,143,290,0.015054368
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,AMPICILLIN_SULBACTAM,95,0,99,1456,0.215545445
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,AZTREONAM,54,3,630,76,0.014241224
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,CEFAZOLIN,42,2,608,255,0.040535862
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,CEFEPIME,80,2,1162,152,0.017645341
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,CEFTAZIDIME,71,2,997,192,0.025323195
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,CEFTRIAXONE,79,3,1071,347,0.037425349
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,CEFUROXIME,57,4,504,157,0.048243976
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,CIPROFLOXACIN,52,53,728,975,0.014867075
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,GENTAMICIN,12,93,227,1475,-0.004118545
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,LEVOFLOXACIN,43,40,584,732,0.016616286
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,NITROFURANTOIN,99,4,1511,82,0.002801875
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,PIPERACILLIN_TAZOBACTAM,88,0,1499,134,0.011939009
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN,SULFA_TRIMETHOPRIM,59,46,576,1127,0.049689425
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,AZTREONAM,72,3,507,53,0.021140953
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,CEFAZOLIN,69,5,477,200,0.073130806
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,CEFEPIME,142,2,961,134,0.037883381
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,CEFTAZIDIME,146,6,899,185,0.050573437
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,CEFTRIAXONE,140,14,892,296,0.059763354
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,CEFUROXIME,86,5,453,152,0.080218514
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,99,97,617,906,0.040554717
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,GENTAMICIN,19,177,232,1290,-0.021619973
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,89,87,541,750,0.036682608
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,NITROFURANTOIN,188,5,1338,73,0.010278313
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,165,0,1312,128,0.025583478
E. coli,2015/16,TOBRAMYCIN,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,89,107,506,1017,0.049782307
E. coli,2015/16,TOBRAMYCIN,AZTREONAM,CEFAZOLIN,267,56,2,44,0.324393619
E. coli,2015/16,TOBRAMYCIN,AZTREONAM,CEFEPIME,524,0,27,49,0.29251194
E. coli,2015/16,TOBRAMYCIN,AZTREONAM,CEFTAZIDIME,362,3,8,26,0.258213765
E. coli,2015/16,TOBRAMYCIN,AZTREONAM,CEFTRIAXONE,491,30,5,71,0.382272252
E. coli,2015/16,TOBRAMYCIN,AZTREONAM,CEFUROXIME,413,61,10,27,0.174384648
E. coli,2015/16,TOBRAMYCIN,AZTREONAM,CIPROFLOXACIN,316,370,8,72,0.124639304
E. coli,2015/16,TOBRAMYCIN,AZTREONAM,GENTAMICIN,65,621,33,47,-0.130428116
