domain,phylum,class,order,family,genus,species,acronym,gram_stain
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,thailandica,NOCA_THAI,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,transvalensis,NOCA_TRAN,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,uniformis,NOCA_UNIF,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,vaccinii,NOCA_VACC,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,vermiculata,NOCA_VERM,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,veterana,NOCA_VETE,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,vinacea,NOCA_VINA,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,vulneris,NOCA_VULN,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,xishanensis,NOCA_XISH,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,yamanashiensis,NOCA_YAMA,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,,NOCARDIA,p
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,albertanoniae,NOCA_ALBE,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,albidus,NOCA_ALBI,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,alkalitolerans,NOCA_ALKA,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,allogilvus,NOCA_ALLO,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,alpinus,NOCA_ALPI,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,baekrokdamisoli,NOCA_BAEK,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,caeni,NOCA_CAEN,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,currus,NOCA_CURR,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,daejeonensis,NOCA_DAEJ,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,daphniae,NOCA_DAPH,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,dokdonensis,NOCA_DOKD,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,exalbidus,NOCA_EXALB,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,ganghwensis,NOCA_GANG,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,gilvus,NOCA_GILV,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,glacieisoli,NOCA_GLAC,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,halotolerans,NOCA_HALO,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,humi,NOCA_HUMI,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,immobilis,NOCA_IMMO,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,insulae,NOCA_INSU,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,iriomotensis,NOCA_IRIO,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,jensenii,NOCA_JENS,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,lianchengensis,NOCA_LIAN,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,litoris,NOCA_LITO,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,luteus,NOCA_LUTE,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,massiliensis,NOCA_MASS,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,oleivorans,NOCA_OLEI,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,plantarum,NOCA_PLAN,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,psychrotolerans,NOCA_PSYC,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,sediminis,NOCA_SEDI,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,simplex,NOCA_SIMP,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,solisilvae,NOCA_SOLI,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,szechwanensis,NOCA_SZEC,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,terrae,NOCA_TERR,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,terrigena,NOCA_TERRI,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,,NOCARDIOIDES,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,alba,NOCAR_ALBA,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,alkaliphila,NOCA_ALKAL,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,chromatogenes,NOCA_CHRO,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,dassonvillei,NOCA_DASS,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,flavescens,NOCA_FLAVE,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,fusca,NOCA_FUSCA,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,ganjiahuensis,NOCA_GANJ,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,gilva,NOCA_GILVA,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,halophila,NOCA_HALOP,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,halotolerans,NOCA_HALOT,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,kunsanensis,NOCA_KUNS,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,listeri,NOCA_LIST,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,lucentensis,NOCA_LUCE,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,potens,NOCA_POTE,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,prasina,NOCA_PRAS,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,salina,NOCA_SALI,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,sinu,NOCA_SINU,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,synnemataformans,NOCA_SYNN,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,trehalosi,NOCA_TREH,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,valliformis,NOCA_VALL,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,xinjiangensis,NOCA_XINJ,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nocardiopsis,,NOCARDIOPSIS,
Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Nodosilinea,antarctica,NODO_ANTA,
Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Nodosilinea,nodulosa,NODO_NODU,
Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Nodosilinea,tenue,NODO_TENU,
Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Nodosilinea,,NODOSILINEA,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nodularia,,NODULARIA,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,agnitus,NONL_AGNI,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,arenilitoris,NONL_AREN,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,dokdonensis,NONL_DOKD,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,marinus,NONL_MARI,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,tegetincola,NONL_TEGE,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,ulvanivorans,NONL_ULVA,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,xylanidelens,NONL_XYLA,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,,NONLABENS,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,candida,NONO_CAND,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,coxensis,NONO_COXE,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,fuscirosea,NONO_FUSC,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,indica,NONO_INDI,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,jiangxiensis,NONO_JIAN,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,maritima,NONO_MARI,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,parvosata,NONO_PARV,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,polychroma,NONO_POLY,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,pusilla,NONO_PUSI,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,solani,NONO_SOLA,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,turkmeniaca,NONO_TURK,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,wenchangensis,NONO_WENC,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,zeae,NONO_ZEAE,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Nonomuraea,,NONOMURAEA,
Bacteria,Firmicutes,Bacilli,Staphylococcales,Salinicoccaceae,Nosocomiicoccus,ampullae,NOSO_AMPU,
Bacteria,Firmicutes,Bacilli,Staphylococcales,Salinicoccaceae,Nosocomiicoccus,massiliensis,NOSO_MASS,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,calcicola,NOST_CALC,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,commune,NOST_COMM,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,flagelliforme,NOST_FLAG,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,linckia,NOST_LINC,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,minutum,NOST_MINU,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,piscinale,NOST_PISC,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,punctiforme,NOST_PUNC,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,,NOSTOC,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Notoacmeibacter,marinus,NOTO_MARI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Notoacmeibacter,,NOTOACMEIBACTER,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodo,Rhodo,Novi,,NOVI,
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Novibacillaceae,Novibacillus,thermophilus,NOVI_THER,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Noviherba,,NOVIHERBA,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Novimethylophilus,kurashikiensis,NOVI_KURA,
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novo,,NOVO,
Bacteria,Proteobacteria,Alphaproteobacteria,Caedimonadales,Nucleicultricaceae,Nucleicultrix,amoebiphila,NUCL_AMOE,
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Novibacillaceae,Numidum,massiliense,NUMI_MASS,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,alkaliphila,OBLI_ALKA,
Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacter,pho,OBSC_PHO,
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Occidentia,massiliensis,OCCI_MASS,
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Oceani,,OCEANI,
Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Oceanibacterium,hippocampi,OCEA_HIPP,
Bacteria,Proteobacteria,Alphaproteobacteria,Oceanibaculales,Oceanibaculaceae,Oceanibaculum,indicum,OCEA_INDI,
Bacteria,Proteobacteria,Alphaproteobacteria,Oceanibaculales,Oceanibaculaceae,Oceanibaculum,nanhaiense,OCEA_NANH,
Bacteria,Proteobacteria,Alphaproteobacteria,Oceanibaculales,Oceanibaculaceae,Oceanibaculum,pacificum,OCEA_PACI,
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Oceanicaulis,alexandrii,OCEA_ALEX,
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Oceanicaulis,,OCEANICAULIS,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,actignis,OCEA_ACTI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Oceanicoccus,sagamiensis,OCEA_SAGA,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Oceanicoccus,,OCEANICOCCUS,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,antarcticus,OCEA_ANTA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,granulosus,OCEA_GRAN,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,lentulum,OCEA_LENT,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,,OCEANICOLA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniglobus,ichthyenteri,OCEA_ICHT,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniglobus,indicus,OCEA_INDIC,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniglobus,roseum,OCEA_ROSE,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Oceanihabitans,himadriensis,OCEA_HIMA,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Oceanihabitans,sediminis,OCEA_SEDI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Oceanimonas,baumannii,OCEA_BAUM,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Oceanimonas,doudoroffii,OCEA_DOUD,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Oceanimonas,marisflavi,OCEA_MARI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Oceanimonas,smirnovii,OCEA_SMIR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Oceanimonas,,OCEANIMONAS,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Oceanitalea,nanhaiensis,OCEA_NANHA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Oceanitalea,,OCEANITALEA,
Bacteria,Deinococcota,Deinococci,Deinococcales,Marinithermaceae,Oceanithermus,profundus,OCEA_PROF,
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Oceanivirga,salmonicida,OCEA_SALM,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Oceano,,OCEANO,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,arenosus,OCEA_AREN,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,bengalensis,OCEA_BENG,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,caeni,OCEA_CAEN,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,chungangensis,OCEA_CHUN,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,damuensis,OCEA_DAMU,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,halophilus,OCEA_HALO,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,iheyensis,OCEA_IHEY,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,jeddahense,OCEA_JEDD,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,kimchii,OCEA_KIMC,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,limi,OCEA_LIMI,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,massiliensis,OCEA_MASS,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,oncorhynchi,OCEA_ONCO,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,profundus,OCEA_PROFU,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,rekensis,OCEA_REKE,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,senegalensis,OCEA_SENE,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,sojae,OCEA_SOJA,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,timonensis,OCEA_TIMO,
Bacteria,Firmicutes,Bacilli,Bacillales,Amphibacillaceae,Oceanobacillus,,OCEANOBACILLUS,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharo,Oceanobacter,kriegii,OCEA_KRIE,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharo,Oceanobacter,,OCEANOBACTER,
Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Oceanococcaceae,Oceanococcus,atlanticus,OCEA_ATLA,
Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Oceanotoga,teriensis,OCEA_TERI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,anthropi,OCHR_ANTH,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,cytisi,OCHR_CYTI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,gallinifaecis,OCHR_GALL,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,grignonense,OCHR_GRIG,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,haematophila,OCHR_HAEM,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,haematophilum,OCHR_HAEMA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,intermedium,OCHR_INTE,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,oryzae,OCHR_ORYZ,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,pecoris,OCHR_PECO,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,pituitosum,OCHR_PITU,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,pseudogrignonense,OCHR_PSEU,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,rhizo,OCHR_RHIZ,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,thiophenivorans,OCHR_THIO,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,,OCHROBACTRUM,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ochrovirga,pacifica,OCHR_PACI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,antarcticus,OCTA_ANTA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,arcticus,OCTA_ARCT,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,ascidiaceicola,OCTA_ASCI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,jejudonensis,OCTA_JEJU,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,temperatus,OCTA_TEMP,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,,OCTADECABACTER,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,laneus,ODOR_LANE,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,massiliensis,ODOR_MASS,
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,,ODORIBACTER,
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Odyssella,thessalonicensis,ODYS_THES,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,kitaharae,OENO_KITA,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,oeni,OENO_OENI,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,sicerae,OENO_SICE,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,,OENOCOCCUS,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Oerskovia,enterophila,OERS_ENTE,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Oerskovia,turbata,OERS_TURB,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Oerskovia,,OERSKOVIA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Oharaeibacter,diazotrophicus,OHAR_DIAZ,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ohtaekwangia,koreensis,OHTA_KORE,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ohtaekwangia,,OHTAEKWANGIA,
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Okeania,hirsuta,OKEA_HIRS,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Okibacterium,fritillariae,OKIB_FRIT,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Okibacterium,,OKIBACTERIUM,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olegusella,massiliensis,OLEG_MASS,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olegusella,,OLEGUSELLA,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharo,Olei,,OLEI,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas,soli,OLEI_SOLI,
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas,,OLEIAGRIMONAS,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharo,Oleibacter,marinus,OLEI_MARI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharo,Oleibacter,,OLEIBACTER,
Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Oleidesulfovibrio,alaskensis,OLEI_ALAS,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus,messinensis,OLEI_MESS,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Oligella,ureolytica,OLIG_UREO,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Oligella,urethralis,OLIG_URET,
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,tunisiensis,OLIG_TUNI,
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,sitiensis,OLIV_SITI,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Olleya,aquimaris,OLLE_AQUI,
